mbid,artist,bio,listeners,playcount,similar_artist
b8ebb8b9-a43d-4532-a733-d3d2150b66cc,Jonah Cruzz, Read more on Last.fm,10666,56501,LouTribe Jigg
3fa7f6fd-26e4-4f37-92ed-14fa522433e9,DTF,"1. DTF is a music project by Makoto Katagiri.

2. DTF is also a french hip-hop group, affiliate with PNL. Theire first mixtape is called ""Le H avant le B"". They plan to release their first album ""La Hass avant le bonheur"" 03/18/16. Read more on Last.fm",67655,3515700,Laylow
f60bce4d-8b0d-41a5-a479-2cd012462ede,Foyone, Read more on Last.fm,23633,631305,FERNANDOCOSTA
b70b6365-425d-4480-924d-d576e5b16591,Donk, Read more on Last.fm,1000,3369,Hal Willner's Whoops I'm an Indian
d67e2f50-a3c9-4ee7-b41d-2b90ebb31196,Craig Mack,"Craig Mack (May 10, 1971 – March 12, 2018) was an American rapper who gained a considerable amount of fame on Puff Daddy's Bad Boy Entertainment record label in the 1990s. Although his first single was released under the name MC EZ in 1988, he is best known for his 1994 hit single Flava In Ya Ear, which was released under his real name. The star-studded posse-cut remix of the single was the breakout appearance of the label's most popular artist the Notorious B. Read more on Last.fm",270201,1646180,Busta Rhymes
42234de3-79be-4e2f-9366-00cd57da2f82,Saba,"There are at least two artists that go by Saba:


1) Chicago rapper/producer Saba first caught the attention of listeners as a frequent collaborator of Chance the Rapper. Saba's contributions to Chance songs like 2013's ""Everybody's Something"" and 2015's ""Angels"" showcased his range as both a rapper and vocalist and paved the way for his introspective debut studio album, Bucket List Project, in 2016. The loss of a close family member inspired 2018's Care for Me Read more on Last.fm",813852,35519419,Smino
77e66a6c-cbb3-4b3b-a716-79575e7683f8,Xenon,"1) Xenon is a hard rock band formed in 1983 and based in New Jersey, USA, who are known for playing very melodic music.  Although they were hugely popular in the local New Jersey college radio scene, they never secured a recording contract, and have been self-producing their own CD's since the 1980's.
Singles: ""Holding On"", ""Cry In The Night""

2) Xenon is a German eurodance project, that was produced by Unity Mixers, Christopher Owhen and Cyril Orcel in 1996 Read more on Last.fm",20097,273221,Jonan
8f3c7a61-e88d-4e80-877a-6931d68fa124,Adje,"Adje (Sloddervos), voorheen Ado'nis, artiestennaam van Julmar Simons (Amsterdam, 2 oktober 1982), is een Nederlandse rapper. Hij bracht verschillende albums uit en werd driemaal genomineerd voor een State Award; hij won de prijs in 2009. Hij schreef mee aan het theaterstuk Gestolen Tijd, waarmee hij jongeren ervan wil weerhouden de criminaliteit in te gaan.

Biografie
Simons is van Curaçaose en Surinaamse komaf en groeide op in de Bijlmermeer. Onder invloed van de muziek van Snoop Dogg besloot hij om ook hiphop te maken. Read more on Last.fm",24227,441973,d-double
04ee4601-c5e5-4c4c-a77e-41161092a847,El Jincho, Read more on Last.fm,21268,361330,Jarfaiter
66959290-55fe-44d8-84f6-c510a7ca3013,Eurielle,"Eurielle, artistic name of Lauren Nicole Walker, born 25th July 1987, is an English singer, songwriter, recording artist, performing artist and record producer. 

Sumary:

She was classically trained as a soprano / mezzo-soprano at the Royal Academy of Music in London on the Bachelor of Music course between 2007-2011, but started to co-write and record her debut album ""Arcadia"" in 2010 before she graduated. This album was later released independently in 2015, followed by several singles, and her second album was release on December 2019. Read more on Last.fm",85118,1349299,Ashley Serena
19e7f2b3-8331-414c-906b-4869daa0eeba,Al'Tarba,"French hip hop producer who has worked with rappers like Ill Bill, Raekwon, Q Unique, Rhyme Asylum Psych Ward, and many more. He has released three instrumental albums. Read more on Last.fm",55636,889498,Swift Guad
55a83c8a-f12a-4799-ac3e-5e926b4c6ddc,Frenchie,"Two Artists tagged as Frenchie

[1] Frenchie A Hip-Hop Artist

Frenchie, signed to Gucci Manes ""So Icey ENT""

[2] Frenchie A French/American Rock n' Roll/Blues Artist
http://theycallmefrenchie.bandzoogle.com/fr_home.cfm

[3] Fenchie: Dub Reggae Group from France Read more on Last.fm",108110,342597,Wooh Da Kid
61af87f4-16ee-4431-8504-cc06187079fb,XXXTENTACION,"Jahseh Dwayne Onfroy (January 23, 1998 – June 18, 2018), better known by his stage name XXXTentacion, was an American rapper from Lauderhill, Florida. Onfroy was known for his versatility with his music, which ranges from aggressive, punk rock-inspired hip hop, to somber and slower R&B style songs, to even heavy metal. His music is known for the lofi sound quality of his vocals and songs, which normally are distorted and unmastered. His vocal style ranged from singing, rapping, and screaming. Read more on Last.fm",2776645,335832968,Kid Trunks
ac635cf1-c3a8-41b4-a05e-dc0d77682c15,BSTFRND, Read more on Last.fm,972,9043,Shungu
241a85e3-da78-437e-a511-c18c14792ccc,Ace,"There are multiple artists with this name
1. A British rock group in the 1970s
2. A Japanese rapper
3. A eurobeat singer. Real name: Christian Codenotti.
4. An American R&B singer
5. An American rapper and DJ
6. An alias of Tyler, The Creator
7. Two Japanese composers, who wrote music for the video game ""Xenoblade Chronicles"".
8 Willard Christopher ""Trey"" Smith III, Dj known as AcE
9. A French Heavy Metal band
10. An C-pop girl group. Use tag Ace组合. Read more on Last.fm",329226,2864476,Fastway
2aa6a482-614c-4a6f-b350-2372aec63a74,Baby Shiva, Read more on Last.fm,181,6989,killdummies
9757ae7d-44b1-4d63-81ce-b463fe27b9ae,Joey Bada$$,"Jo-Vaughn Virginie Scott (born January 20, 1995), better known by his stage name Joey Bada$$, is an American rapper, producer and artist from Brooklyn, New York. He is a member of the hip hop collective Pro Era, with whom he has released three mixtapes. Joey released his debut mixtape 1999 on June 12 2012.  Featuring production from other Pro Era members, as well as some J Dilla and MF DOOM beats, the tape was released to general critical acclaim. Read more on Last.fm",1734848,113150775,Kirk Knight
3f334aae-57d4-4787-a048-beec335d47e0,Young Dolph,"Coming on the scene with stern club bangers and cold punch lines, Memphis-based rapper Young Dolph became a local hero with a series of mixtapes before breaking nationwide around 2014. Since then, he frequently landed in Billboard with albums like 2020's Top Five-charting Rich Slave and two Dum and Dummer releases with  Key Glock, as well as single collaborations with  Megan Thee Stallion,  O.T. Genasis, and others.

Born Adolph Thornton, Jr. in Chicago, Dolph debuted in 2008 with the mixtape  Paper Route Campaign. Read more on Last.fm",501495,18600610,Key Glock
5ec1ecc6-4535-4911-a27a-e26343f4a189,Kodak Black,"Bill Kahan Kapri (born Dieuson Octave; June 11, 1997), known professionally as Kodak Black, is an American rapper, singer, and songwriter. He gained initial recognition following the release of his 2014 songs ""No Flockin"" and ""Skrt"", both of which led him to sign a recording contract with Atlantic Records. The former received double platinum certification by the Recording Industry of America (RIAA), while the latter received platinum certification; ""No Flockin"" marked his first entry on the Billboard Hot 100 two years later as a sleeper hit. Read more on Last.fm",1780237,103284887,Pooh Shiesty
3ae4cfbe-5947-46ae-9518-35cffd3b1ec5,Pitizion, Read more on Last.fm,16735,129990,Fernanda
876eaf5b-e416-44a2-824e-52ec90580fdc,Young Scooter,"Kenneth Edward Bailey (born March 28, 1986, died March 28, 2025), better known by his stage name Young Scooter, was an American rapper who was affiliated with Freebandz and 1017 Brick Squad Records and CEO of his own label Black Migo Gang. Scooter grew to prominence in 2012 after releasing a number of successful mixtapes and collaborating with notable rappers such as Gucci Mane, Future, Waka Flocka Flame and Chief Keef. His mixtape Street Lottery received positive reviews and was certified gold on popular mixtape site DatPiff. Read more on Last.fm",117797,1268767,OJ da Juiceman
912bac3d-63f0-4837-9aa3-19ab9e0cc8e7,Piter-G, Read more on Last.fm,17284,559115,LIZ FORTE
a5386648-7b2c-4e0a-8094-ac5d16b91e54,RAF Camora,"Raphael Ragucci (born 4 June 1984), known professionally as RAF Camora, is an Austrian rapper, singer and producer. Raphael Ragucci was born in Vevey, Switzerland, to an Austrian father from Voralberg and an Italian mother from Naples. Ragucci settled in Vienna, Austria in 1997 and grew up in Rudolfsheim-Fünfhaus.

Known initially as RAF Camora, he founded a hip hop crew with the Polish Rapatoi. At 17, he was in the French Connection crew and soon later in French-speaking Assaut Mystik. Read more on Last.fm",142214,12637888,BONEZ MC & RAF Camora
785c0e9c-89f6-4bf4-8296-443a46632d62,Booba,"Élie Yaffa (born December 9, 1976 in Boulogne-Billancourt, France), better known by his stage name Booba is a French rapper of Senegalese and French descent, from Boulogne-Billancourt, a commune in the western suburbs of Paris. He began his career as a rapper in 1994. In 1996 he co-wrote, with Ali (the co-founder of Lunatic) ""Le crime paie"". And from 1997 to 1998 he was incarcerated for the robbery of a taxi driver. Lunatic went on to found their own label, 45 Scientific, and in 2000 released the much vaunted Mauvais Oeil. Read more on Last.fm",190621,15290149,Kaaris
ab1d4693-41dd-44ed-9e9c-da2ff76f1a3a,Maikel Delacalle, Read more on Last.fm,85857,1092944,Rels B
9a660c43-5f19-4973-96d7-a13e3331d3c9,Axel Fiks,"Axel es un músico nacido en la ciudad de Buenos Aires en abril del 1998. Teniendo un interés por la música desde temprana edad, comienza a experimentar con la guitarra para luego indagar en el mundo del Indie, del Jazz y del Hip-Hop. Influenciado particularmente por estos géneros, en 2018 debuta con su álbum Idilio haciendo converger en él distintos estilos musicales y mezclando sus composiciones instrumentales con sonidos electrónicos y samples. Read more on Last.fm",40697,608585,El Zar
1e30ebda-31d9-4d57-8741-220d971412cc,Bru Lei,"Bru Lei is a hip-hop artist from Columbus, Ohio.

He's fresh. Read more on Last.fm",2971,10279,Wesley Bright and the Honeytones
176271d4-4465-46ba-bb87-c01e22ebe3a1,Russ Millions,"Shylo Batchelor Ashby Milwood (born 20 March 1996), known professionally as Russ Millions (formerly Russ or Russ Splash), is a British rapper. In December 2018 he released his single ""Gun Lean"" on Virgin Records. The track peaked at number 9 on the UK Singles Chart, becoming the first UK drill track to reach the top 10. The dance that Russ performs in the music video became a ""dance craze"" and was mimicked by footballers including Jesse Lingard. It was ranked by The Guardian at number 10 on their list of ""greatest pop music dance crazes"". Read more on Last.fm",302896,6894034,Fumez the Engineer
120df9bb-6660-4e11-80b2-7ec9adaafa80,PLK,"PLK (born 1997 in Paris) is a French rapper and member of the rap group Panama Bende. He began writing songs at a young age. He released his first solo EP in 2015 followed by a second in 2016. His first album, Ténébreux was released in 2017. Read more on Last.fm",137795,10895988,Josman
cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4,Bladee,"Benjamin Thage Dag Reichwald (born 9 April 1994 in Stockholm, Sweden), known professionally as Bladee is a Rapper, singer, songwriter, record-producer, fashion designer and founding member of the artistic collective Drain Gang (fka Gravity Boys/Shield Gang/Smög Boys) and a former member of Krossad alonside ECCO2k. He has also released music as Evil Bladee, Ken Burns & DJ Baby Icy Yeti.

His music combines deadpan, emotional lyrics with melodic, heavily auto-tuned vocals and icy, ethereal beats. Read more on Last.fm",954990,403525443,Thaiboy Digital
53f2833a-4986-46f5-8b73-28d22f275228,Kent Jones,"1. Kent Jones (born April 14, 1993) is an American rapper, songwriter and record producer from Miami, Florida. He is best known for his debut single ""Don't Mind"", which reached number 10 on the Billboard Hot 100

2. A Missouri native, Kent moved to New York in 1986 and held a variety of journalism jobs working at InStyle and People and contributing freelance humor articles to various publications. In 1996, he discovered the 'far more legitimate field of fake news' at The Daily Show on Comedy Central, where he was a writer for five years. Read more on Last.fm",249582,1387674,Fetty Wap
13108baf-5129-47b5-a174-5f720012155a,Sleepy Hallow,"Tegan Joshua Anthony Chambers, also known as Sleepy Hallow, is an American rapper and singer. Born December 20, 1999, he grew up in Flatbush, located in Brooklyn, New York. His first single to blow up was Flows, which features fellow rapper and best friend, Sheff G. Sleepy Hallow is considered one of the earlier pioneers of the Brooklyn drill scene. Read more on Last.fm",908029,43300343,Sheff G
e0cc921a-03f1-4ea8-bf3c-7611ebe5b963,Dark Polo Gang,"Dark Polo Gang has been an Italian Trap gang from Rome, they can now be considered a creative collective. Members are: Wayne Santana, Dark Pyrex, and Tony Effe. Main beatmaker is Sick Luke. Read more on Last.fm",51333,3319386,Side Baby
0843b9d2-da32-406b-8c31-2ac4a18e42a8,Ant Clemons,"Ant Clemons is an American singer and songwriter from Willingboro, New Jersey. After moving to Los Angeles in 2017 in pursuit of a career in music, he found himself couch-surfing and writing songs in exchange for somewhere to stay at night. A year later, Ant gained the public's attention for his guest feature on Kanye West's '""All Mine"" alongside Ty$. Shortly afterwards Ant signed his publishing deal with Universal Music Publishing Group, and has since had releases with such artists as Beyonce Read more on Last.fm",63542,523166,Ty Dolla $ign
babeb28b-5142-4af9-a3c5-9987315f1fc3,Tee Grizzley,"Terry Sanchez Wallace Jr. (born March 23, 1994), known professionally as Tee Grizzley, is an American rapper. He first began posting music online following a two year prison sentence, he released the song ""First Day Out"" in 2017. It quickly gained viral status—earning two million views on YouTube in under three weeks—due to a social media challenge enacted by American professional basketball power forward LeBron James, after which the song peaked within the top 50 of the Billboard Hot 100 and led him to sign with 300 Entertainment. Read more on Last.fm",727192,21007177,42 Dugg
