artist,bio,listeners,playcount,similar_artist
Lucho SSJ,"Luciano Nahuel Vega, conocido artística mente como Lucho SSJ (y anteriormente como Luchito), es un trapero nacido en el 30 de abril Escobar Provincia de Buenos Aires, Argentina. Sus comienzos fueron compitiendo en batallas de rap, con las que ganó popularidad. Read more on Last.fm",48177,2754027,Khea
Kika Edgar,"Kika Edgar (born Sandra Ericka Edgar Garza) on January 9, 1985 in Tampico, Tamaulipas, is a Mexican actress and singer. Starting her career primarily in theater and musicals, she has become well-known in Mexico, starring in telenovelas such as Amor Real and Contra Viento y Marea. It wasn't until 2006 when she started her singing career with help of the fame she gained for her singing in the Mexican reality show Cantando por un Sueño. Since then, Kika Edgar has released two solo albums Read more on Last.fm",6719,97039,Myriam
Ele A El Dominio, Read more on Last.fm,64676,1552451,Jamby El Favo
Joey Montana,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. Read more on Last.fm",157060,1222453,Chino & Nacho
Marciano Cantero, Read more on Last.fm,2555,13187,Raul Porchetto
Pusho, Read more on Last.fm,20947,142716,Benny Benni
Villanosam,"Winston Antonio Aponte Acta, (born, February 20, 1979) better known by his stage name Villanosam or ToñoStone, is a Dominican Hip-hop Rap artist, composer and producer.  He was born and raised in San Pedro Macoris, Dominican Republic and is the son of Winston Bruno Aponte Agesta and Marina Antonia Acta De Aponte.  

In 1989, when Villanosam was merely 10 years old he started to listen to Rap music as it was evolving on the music scene in the United States. Read more on Last.fm",8027,40875,Lapiz Conciente
El Vega, Read more on Last.fm,33021,253455,Comando Tiburon
Will Smith,"Willard Carroll Smith II (born September 25, 1968) is an American actor, rapper, and film producer. He has received multiple accolades, including an Academy Award, a Golden Globe Award, a BAFTA Award, and four Grammy Awards. As of 2025, his films have grossed over $9.5 billion globally, making him one of Hollywood's most bankable stars.

Smith first gained recognition as part of a hip hop duo with DJ Jazzy Jeff, with whom he released five studio albums which contained five Billboard Hot 100-top 20 singles—""Parents Just Don't Understand"" Read more on Last.fm",1920670,20191667,DJ Jazzy Jeff & The Fresh Prince
Tainy,"Marcos Efraín Masís Fernández (San Juan, August 9, 1989), known professionally as Tainy, is a Puerto Rican music producer, composer, and DJ.

He rose to prominence in the genre, collaborating on the production of Mas Flow 2 at the age of fifteen, and later working with Luny Tunes on the album Mas Flow: Los Benjamins at the age of seventeen. In a 2021 Billboard list, he was included among the top ten producers of the 21st century.

In an interview Read more on Last.fm",785459,36291032,Alvaro Diaz
Apache,"Apache is a name used by more than one artist: 

1) Building his New Jersey street credibility in the late '80s by fronting the hip-hop group the Flavor Unit, Apache eventually broke solo to show off his own microphone skills and won the recognition of Tommy Boy Records in the process. After the release of his self-titled debut in 1991, Apache scored the underground hit ""Gangsta Bitch"" without the use of radio or video airplay in 1993. Upon his minor success, Apache followed through with ""...Ain't Shit"" that same year. Read more on Last.fm",68349,665965,Canserbero
Juacko, Read more on Last.fm,5215,30355,Tatiana Delalvz
Anne-Marie,"Anne-Marie Nicholson, born in Essex, England, was no stranger to performing by the time her debut EP dropped in 2015, having shared the stage as a 12-year-old with Jessie J in a West End production of Whistle Down the Wind. She also auditioned for Les Misérables without telling her parents, and was offered a part. It was a risk that paid off, as it served to open her parents' eyes to her singing ability. Aside from West End commitments, the intervening Read more on Last.fm",1175682,20462951,Mabel
"Secreto ""El Famoso Biberon""", Read more on Last.fm,19659,130918,Quimico Ultra Mega
Young Vene, Read more on Last.fm,1930,10921,SamiThePrince
Carla Morrison,"Carla Patricia Morrison Flores  (Tecate, Baja California, July 19, 1986), better known as Carla Morrison, is an independent Mexican alternative pop singer-songwriter, winner of three Latin Grammy Awards: two for her album ""Déjenme llorar"", which has been certified Platinum, and one for her song “Vez primera”, from the album ""Amor supremo"" in 2012.

Carla Morrison has three studio albums: ""Dejenme Llorar"" (2012), ""Amor supremo"" (2015) and ""El renacimiento"" (2022). Read more on Last.fm",385671,8509090,Kevin Kaarl
Boy Wonder CF, Read more on Last.fm,123039,863421,Trebol Clan
Tony Brouzee, Read more on Last.fm,2282,16296,Santana the Golden Boy
Juan Luis Guerra 4.40,"Juan Luis Guerra (born June 7, 1957) is a Dominican singer, songwriter, and self-producer who has sold over 30 million records, and won numerous awards including 15 Latin Grammy Awards, two Grammy Awards, and two Latin Billboard Music Awards. He recently won 3 Latin Grammy Awards in 2010, including Album of the Year.

He is one of the most internationally recognized latin artists in decades past. His pop style of merengue and bolero and Afro-pop/Latin fusion have garnered him considerable success outside the Dominican Republic. Read more on Last.fm",258664,5853839,Juan Luis Guerra
Banda MS de Sergio Lizárraga,"Banda Sinaloense MS de Sergio Lizárraga, also known as Banda MS  or Banda MS De Sergio Lizárraga is a Mexican Banda Group from Mazatlán, Sinaloa that was founded in 2003. The MS stands for Mazatlán, Sinaloa. It was created by brothers Sergio and Alberto Lizárraga, who are also members of the group. They debuted in 2004 with their album ""No Podrás"". Their album Qué Bendición reached number one on the Billboard Latin albums chart in the United States. Read more on Last.fm",229214,7200578,Julión Álvarez y su Norteño Banda
Danny Paz, Read more on Last.fm,3952,16370,EL Villano
Almighty,"Almighty is a hiphop supergroup of Babygrande Records. Their debut album Original S.I.N. (Strength in Numbers) was released on July 22nd 2008 with  Babygrande Records. 

Almighty, the Wu-Tang affiliated supergroup consists of Killah Priest, Bronze Nazareth, C-Rayz Walz, Son One, M-Eighty, 5-Star and more, offer their debut collaborative effort: ""Original S.I.N. (Strength in Numbers)."" 

Boasting a supergroup collective rivaling any crew of independent MCs and beatmakers Read more on Last.fm",68662,1738584,Anuel AA
El Chaval de la Bachata, Read more on Last.fm,37711,272276,"Héctor Acosta ""El Torito"""
Stefflon Don,"Stephanie Victoria Allen (born 14 December 1991), better known by her stage name Stefflon Don (or Steff London), is an English rapper and singer. Stefflon Don was born in Birmingham, England. She is of Jamaican descent. She has six siblings. When she was four years old, her family moved to Rotterdam in the Netherlands, but at the age of fourteen, she returned to Britain to study at a London school. She worked as a cake decorator and hairdresser before her career in music. Read more on Last.fm",281157,2598343,Shenseea
Jetson El Super, Read more on Last.fm,4185,32276,Zyron
Busy Signal,"Born in the garden parish of St Ann, Busy Signal - born Reanno Gordon - started singing hymns at his Mother's church, which is where he received his first encore. When church was over, Reanno would sit on the corner with his friends and flip the devotional lyrics, until his Mother's guiding hand cautioned him for altering the Lord's songs. Reanno continued performing at school, beating his fists in time on his desk and deejaying Bounty Killer's songs (he claims to know all of Bounty's lyrics) before progressing to his own material.  Read more on Last.fm",229722,2263316,Demarco
Dayvi, Read more on Last.fm,131757,848398,PEDRO SAMPAIO
Mueka, Read more on Last.fm,41157,430098,Mambo kingz
Luis Figueroa, Read more on Last.fm,11121,41721,Christian Alicea
Mayco D' Alma, Read more on Last.fm,609,1696,DAYANY GUTIERREZ
Cruz Cafuné,"Carlos Bruñas Zamorín (Tenerife, 26 junio de 1993), de nombre artístico Cruz Cafuné, es un cantante y rapero español.

Nació en 1993 en la isla de Tenerife, de una madre venezolana, profesora de catequesis, y de un padre canario, quien trabajaba en un banco. De pequeño vivía en el pueblo de Icod de los Vinos.

Su nombre artístico aúna dos temáticas muy presentes en la obra del cantante. Por un lado la religión, a la que hace referencia con el término «Cruz», ya que se considera como creyente cristiano. Read more on Last.fm",95742,9307917,DeLaOssa
6ix9ine,"Daniel Hernandez (born May 8, 1996) and professionally known as 6ix9ine, Tekashi69, or Tekashi 6ix9ine, is an American rapper. He emerged in the late 2010s with an aggressive vocal style and a highly visible public persona, characterized by distinctive rainbow-colored hair, extensive tattoos, frequent use of social media, and involvement in public controversies and feuds.

Hernandez first gained attention in 2017 through a guest appearance on Trippie Redd’s single ""Poles 1469"". Read more on Last.fm",1159139,31890141,Lil Pump
Maffio,"Maffio es un productor, compositor y artista de música urbana. 






MAFFIO es sin lugar a dudas, el nombre más temido y r1espetado en el mundo de la música urbana. Productor de varios de los éxitos radiales más importantes de los últimos años (Mi Alma Se Muere, Que Buena Tú Ta, Super Estrella, entre otros), músico innato, compositor y cantante. Pero sobretodo, creador indiscutido del merengue electrónico, un género que está revolucionando y rompiendo esquemas.  Read more on Last.fm",40839,224242,Latin Fresh
Rich Music LTD,"Rich Music is an independent record label founded by entrepreneur Richard Mendez and his son, Joshua Mendez, in 2007.

In February 2017, the label signed a distribution deal with Sony Music's Latin division[1]. In April of the same year, Rich Music was nominated Latin Label of the Year at the Latin Billboard Awards[2].

Currently, artists signed to the label include Justin Quiles, Sech, Dalex, Dimelo Flow (formerly known as DJ Flow), and Magnifico ""The Beat Monsta"" Read more on Last.fm",107234,1871413,Dalex
Antonio Banderas,"José Antonio Domínguez Banderas (born 10 August 1960), better known as Antonio Banderas, is a Spanish film actor, film director, film producer and singer. He began his acting career with a series of films by director Pedro Almodóvar and then appeared in high-profile Hollywood movies, especially in the 1990s, including Assassins, Evita, Interview with the Vampire, Philadelphia, Desperado, The Mask of Zorro and Spy Kids. Banderas is also a voice artist Read more on Last.fm",230551,1692225,Los Pamperos
Cauty, Read more on Last.fm,49909,387733,Omy de Oro
Nicki Minaj,"Onika Tanya Maraj-Petty, born December 8th, 1982, in Trinidad & Tobago, is known professionally as Nicki Minaj. Minaj gained fame as a rapper and singer, through Lil Wayne and her former group, 'The Hoodstarz'.  As a musician, Minaj was recognized for her musical versatility, alter egos, and the animated flow of her raps.

She first gained underground attention after releasing her debut mixtape, Playtime Is Over. Two more mixtapes. Sucka Free and Beam Me Up Scotty, followed before her debut studio album, Pink Friday. Read more on Last.fm",4700121,304334554,Young Money
Danny Ocean,"Daniel Alejandro Morales Reyes (born 5 May 1992), known by his stage name Danny Ocean, is a Venezuelan singer, songwriter and record producer born in Caracas, Venezuela. He began his professional music career in 2009 with the creation of his YouTube channel. Daniel  is best known for his song ""Me Rehúso"", the first Latin solo artist song to reach 1 billion streams on Spotify, which it did in 2020. Read more on Last.fm",530322,13047425,Lagos
